experience,test_score,salary
16,95,143200
7,70,92400
7,86,81100
8,85,110700
6,98,100500
11,61,116700
10,66,107500
4,64,78500
1,76,73500
8,81,110600
10,86,113100
5,65,69400
3,59,52400
3,62,75100
12,72,96500
5,84,71500
5,69,71700
16,100,133100
9,74,104300
3,73,71000
10,69,97500
2,74,80100
14,75,122700
5,71,92500
3,99,84000
9,98,105500
25,62,157700
2,73,72900
14,79,126800
10,64,92200
4,74,86900
14,68,132100
2,96,67000
4,80,74700
16,98,151700
4,62,70000
7,94,94700
5,77,81300
11,50,104600
7,79,95700
12,81,117700
1,63,58400
5,86,77800
6,68,76400
24,56,143400
13,61,102200
10,53,93700
7,88,107000
9,90,101300
7,81,80100
3,83,66400
6,72,74000
9,84,95800
9,75,87800
10,59,90900
7,67,90500
17,87,117500
4,100,96100
22,81,157900
4,73,74700
4,89,80800
13,67,113700
7,74,86100
13,75,109600
5,84,92000
8,60,99700
1,69,63400
4,76,76700
16,78,123000
9,56,95900
5,74,80000
5,78,89800
5,58,57200
5,67,73900
13,77,112900
13,87,112300
9,100,115500
2,82,63600
6,71,79500
10,80,103200
4,81,69000
6,84,97400
5,75,92000
8,39,88400
12,82,106200
7,81,88300
17,67,130000
3,74,74800
3,74,71500
3,69,75400
4,77,73300
10,86,96900
12,60,108700
4,76,79200
3,96,89100
7,81,96500
6,84,80200
12,76,118400
8,65,92300
7,67,96000
4,79,72600
3,92,74200
8,68,88400
13,55,109500
9,73,105700
28,85,174500
15,54,119500
7,60,93900
5,61,82800
4,81,69000
2,82,76400
2,77,65300
5,81,83500
7,85,92600
9,84,102500
10,97,109700
3,64,62600
4,79,69200
3,71,76900
2,71,59600
5,77,88700
8,67,81700
2,66,56700
5,100,95200
4,65,69100
4,67,70400
15,64,116000
13,93,117700
3,76,83800
9,87,105900
8,52,78500
4,59,79700
10,99,113000
2,87,83600
3,72,83100
16,70,114300
9,64,94200
5,100,90000
4,62,79100
17,67,131500
10,55,90300
4,98,83400
15,91,130300
7,71,83800
2,51,53900
2,69,77500
4,76,79200
6,75,80200
9,55,85600
5,96,88000
7,75,93800
2,56,73200
2,92,78300
5,52,68600
3,72,76900
7,88,103000
3,71,62500
5,80,89800
11,82,108200
17,76,141800
7,75,78100
15,62,120500
9,100,107000
5,82,71000
1,97,86800
8,68,89300
13,68,120400
7,80,86600
7,83,91500
7,78,86600
11,67,113600
5,78,94900
1,73,70900
3,85,70800
14,56,113700
9,74,95500
4,77,69300
3,71,57000
17,88,142800
7,70,91500
4,70,78400
8,91,90500
1,74,72400
2,55,73500
2,77,68400
3,77,67900
12,88,113600
3,90,74900
5,85,90300
11,75,105400
5,86,93500
6,71,76300
4,92,93700
2,59,77900
11,84,111000
6,71,88100
15,92,129500
7,84,90000
18,70,140300
6,64,91100
8,63,80600
14,84,113700
6,78,92800
12,89,109500
14,59,130200
3,91,80000
3,76,84600
5,50,78600
9,88,112100
7,52,84200
9,80,85300
1,81,67200
10,71,97800
11,68,106300
12,81,106300
3,61,66300
6,71,84700
2,82,69000
4,72,73900
8,64,82800
14,73,125800
19,60,135300
6,87,92300
4,84,71700
6,72,74700
9,99,99300
12,65,114900
7,84,80300
1,62,63200
12,84,121900
1,68,67400
5,65,87200
10,69,91100
20,72,132000
11,94,109100
11,85,109400
9,70,106900
5,82,88700
8,64,89100
8,58,108600
11,59,108600
8,63,105500
5,72,104300
14,65,108700
7,85,90100
18,86,149500
14,69,117800
6,62,81600
4,68,73000
7,77,81900
5,100,86000
10,91,102800
10,76,87700
1,74,82300
6,86,97000
7,67,89400
9,83,101700
19,85,142100
4,66,85900
5,95,91700
5,84,83600
6,71,84200
14,84,121800
4,67,90700
13,76,111900
12,81,122600
10,75,91500
4,74,75500
2,73,59800
4,83,84100
13,76,126500
8,54,86900
3,67,77800
4,99,85100
4,80,96500
3,65,84100
11,52,89600
1,75,63300
16,66,121000
2,70,75800
4,81,68400
1,96,75900
3,83,63400
7,78,89700
7,70,84900
9,75,92000
2,54,55800
5,49,67300
9,84,98500
10,81,109700
17,57,132500
6,54,84100
6,47,82900
1,70,71200
6,60,83500
3,67,56300
9,96,104500
21,81,139900
16,67,110400
2,82,84400
15,78,119400
8,62,92000
7,80,105300
17,67,131700
5,89,80700
7,75,87800
2,95,78100
17,58,108300
9,72,89500
7,67,94000
5,78,78600
14,76,122800
10,78,93100
14,69,120100
4,85,67800
4,77,82400
4,64,86700
3,81,66100
14,82,115500
4,68,69200
9,73,90900
8,64,77300
3,67,66300
5,86,84500
7,86,83600
4,97,83500
5,81,89600
4,74,81900
14,71,119400
6,75,78300
9,66,98700
5,82,77600
3,92,82700
8,59,99000
8,57,96700
6,79,82800
13,74,118400
6,69,92800
10,88,118000
4,77,72500
11,78,111100
5,66,65400
0,67,57300
4,55,67500
7,82,96900
6,69,93100
5,70,83800
11,64,110300
3,77,74000
3,94,72500
11,94,121800
12,53,111500
7,77,81000
6,63,84400
7,75,104800
6,64,77200
5,68,80800
10,77,107800
6,72,83000
6,62,96300
2,81,61500
5,70,75500
14,88,107600
11,74,102500
4,66,82100
6,82,73300
3,80,76000
3,72,83800
25,83,156200
6,93,98100
9,83,103400
8,72,87600
12,73,93800
0,76,63000
11,53,89200
8,91,94200
6,62,84700
3,82,71800
15,91,135100
4,100,85000
8,100,104500
16,91,147100
5,66,100800
8,89,90800
6,66,85300
4,51,73700
4,67,72900
4,74,81500
10,73,105400
5,81,89400
5,76,82000
1,83,53000
8,78,94000
8,67,93000
14,81,114500
3,82,76500
5,67,84000
2,78,60000
8,64,96900
5,100,98100
4,61,72100
4,52,56100
4,75,81300
4,90,82800
5,80,75200
4,74,88700
7,74,84300
9,74,94400
6,72,76800
6,76,84900
3,81,70000
8,79,75200
6,87,97600
12,66,104600
7,69,82000
12,56,103800
9,73,89300
4,75,77600
4,78,68600
6,68,83700
2,82,77800
3,70,76700
5,88,87200
11,84,106700
3,78,72000
7,77,85100
3,91,74700
14,76,124000
5,78,78900
13,83,115500
16,81,117100
17,75,125600
4,83,86800
18,75,135100
14,68,107300
5,82,85000
10,76,94700
15,88,121300
35,74,200700
4,78,87000
5,71,81800
13,90,115500
4,76,66600
14,73,128800
2,53,66000
6,63,89100
5,79,97200
5,76,80900
11,81,103700
4,73,83100
7,82,82200
5,82,87100
6,88,75300
13,100,115900
4,75,77100
4,76,76900
2,59,72400
3,75,75700
5,80,71300
18,75,138200
4,75,60500
1,76,66200
8,59,98700
3,74,70000
10,72,102600
2,82,63700
13,85,122600
8,80,94600
25,72,167700
18,78,139100
10,82,112400
3,74,75400
3,57,70300
3,62,76100
9,74,99900
4,87,79700
10,58,112200
13,66,117800
19,61,131400
4,72,80700
8,78,94600
6,81,89500
3,92,82000
3,65,69000
4,57,71600
9,69,102000
7,87,100800
6,66,91400
6,68,74000
15,77,110900
16,65,116000
6,78,94300
8,99,85600
11,98,112100
5,73,87100
4,65,82900
3,74,75900
6,92,80900
4,61,71700
7,83,94700
4,65,85200
2,66,81800
2,62,65100
28,86,177500
1,66,58900
5,73,73500
12,68,99900
2,69,63800
2,91,80900
4,47,57200
9,85,101700
14,72,113500
5,72,87100
6,92,88100
4,96,78700
5,81,82500
3,78,95200
7,78,87200
11,93,111200
4,83,77900
16,76,113800
6,63,77700
4,78,68300
7,51,86400
12,84,105500
2,77,68000
1,66,77600
13,77,90500
10,86,107600
16,74,118500
4,87,84100
10,90,91000
9,73,96100
2,86,76200
7,79,94600
10,89,114900
11,68,115800
3,92,70700
9,97,112600
10,69,105100
7,88,91100
1,76,59000
8,69,102000
12,78,111000
11,81,119900
1,77,71400
2,82,80400
14,85,107200
7,76,107700
6,68,93300
7,81,99200
5,81,78800
17,80,129200
2,77,61000
7,97,89500
13,72,107900
12,79,122800
15,60,121500
4,70,74100
2,61,67600
5,80,73900
6,70,82600
6,65,88100
4,100,82700
5,81,90800
11,60,107600
2,77,70300
17,97,143400
4,81,88600
17,100,124500
5,72,63700
3,84,70400
10,64,88900
0,71,60900
18,78,137000
3,88,77600
4,88,84400
2,90,80500
9,79,94400
1,75,61100
13,73,105800
9,75,97400
7,64,107500
5,89,86100
10,68,89900
3,71,80400
6,79,88600
9,71,113500
10,79,87900
10,81,104700
3,86,85700
16,61,121600
3,72,82400
8,69,92900
4,69,70400
10,73,108000
13,61,119300
4,97,81700
6,60,82500
2,72,69700
3,72,74900
3,91,96000
5,72,66400
5,70,92000
9,58,100200
3,66,70800
9,40,93600
12,68,117500
1,68,76600
13,89,124300
10,83,115400
13,86,109100
5,85,77700
4,73,70300
23,81,164100
6,89,97100
5,76,80100
10,74,92400
13,73,107200
21,86,140600
1,60,71800
10,77,108800
7,87,96500
4,79,83600
5,60,62400
17,97,121900
12,68,109400
9,84,114100
3,75,84000
9,57,99900
12,81,120000
6,68,81000
15,69,118100
9,83,106900
4,61,67100
12,79,94000
8,85,98100
2,83,76200
6,79,75500
7,71,92100
4,74,74100
9,69,98500
4,71,67500
3,69,73900
8,73,83700
4,76,76800
10,64,103400
3,60,62000
31,85,190100
3,62,64400
5,71,78200
8,75,95300
4,92,83700
10,73,100700
4,92,94700
3,94,83400
13,77,110100
9,71,95300
12,89,108500
6,72,80600
14,77,110100
4,63,82100
3,60,80200
3,74,82100
3,86,84000
13,95,130200
5,84,80700
10,86,99900
9,71,91900
13,75,114000
4,90,82900
3,70,76600
1,47,56000
3,50,71800
8,62,90800
19,76,147200
9,77,106800
20,64,146500
10,95,110400
7,62,78200
11,83,120000
3,78,77700
8,60,90700
1,77,66400
5,63,83500
3,76,71600
4,79,81400
12,78,102600
7,81,98500
4,71,71500
4,100,89700
2,66,73000
3,66,71900
5,66,82200
9,65,103200
7,65,91600
6,72,85100
13,75,114900
3,57,74600
7,85,105100
13,66,102300
9,72,99000
6,95,112400
3,89,77600
19,81,143200
14,69,123700
6,78,80200
5,62,77900
4,95,91700
3,68,66500
4,84,93000
6,52,79900
7,55,90400
4,84,80900
21,100,149200
6,79,82100
12,92,127100
10,54,93800
5,63,67100
9,73,78300
2,72,66100
9,82,86700
9,99,98000
2,82,78600
4,77,72200
5,76,90200
7,65,81400
11,66,94000
4,85,85000
4,65,70900
5,73,75900
11,71,103400
12,85,130700
2,70,75100
5,71,84400
4,70,76900
2,80,78800
5,73,82100
3,48,62400
1,66,78400
6,59,75800
7,67,68300
8,62,89200
7,67,97100
9,72,90200
8,70,99100
8,89,91500
2,87,54600
11,62,92700
3,78,58900
12,67,100500
5,73,91800
6,83,90900
8,100,105300
9,99,92700
4,68,66700
11,96,117800
2,82,62900
4,68,58100
4,79,71000
6,56,79000
9,97,110100
5,48,73100
16,69,125300
10,75,91300
6,67,87700
12,60,118500
7,67,90300
5,61,80800
4,62,84200
7,85,86700
5,92,69700
9,72,92400
5,66,83900
1,72,68900
2,100,71900
9,66,98900
1,55,59700
14,78,135500
5,88,96800
21,70,146200
11,65,112300
4,73,74900
4,73,67000
10,85,112700
9,89,89400
14,75,121900
3,89,74400
2,75,63300
11,73,115500
6,77,79800
7,81,83000
4,71,72900
4,60,75900
4,84,87100
2,61,59300
4,77,94000
16,83,123800
11,69,97200
8,74,81000
10,79,106400
4,82,73900
10,67,105000
14,86,122700
9,71,87000
10,61,101000
4,91,71600
9,79,100500
6,74,88500
17,73,134600
2,83,72300
4,91,93700
7,82,95700
3,80,84600
7,65,81000
11,83,112600
6,77,89500
7,77,83700
18,58,128900
3,65,60000
7,73,85900
4,81,81700
10,80,100800
5,70,78700
9,69,97800
5,61,80600
6,88,99200
9,95,115000
12,84,97800
14,61,108500
3,88,82200
4,71,77500
8,58,94400
3,88,73100
6,81,102600
6,76,89900
23,54,137000
13,71,109900
5,88,90500
2,78,71300
13,93,137400
8,50,94500
2,78,77700
5,86,96400
5,80,73300
7,80,76200
4,77,78300
2,66,66000
7,71,96600
11,76,103700
1,95,64800
4,78,86700
14,61,124600
5,86,78100
5,73,81900
4,74,89000
13,56,101000
15,73,106100
8,65,81700
5,89,88800
8,69,86600
7,66,92100
13,71,112100
10,72,101800
7,78,83100
7,48,73400
6,69,78200
8,79,96800
3,83,72000
10,68,105900
1,72,62700
4,88,83000
12,64,106400
1,90,71000
4,89,84100
6,100,84100
16,77,132400
9,76,110400
13,81,114500
8,78,96000
7,77,91700
11,75,100500
2,63,55300
8,73,94500
11,76,116400
1,70,72500
7,66,79500
12,70,86600
7,67,97100
5,84,81200
12,57,101200
9,96,97600
3,92,85700
11,72,103000
12,71,113100
4,62,84300
21,97,150200
7,61,90200
8,76,98500
13,77,122200
4,72,85900
11,85,117500
11,60,101000
2,78,66500
7,98,86500
12,74,114700
15,83,131600
5,100,99700
15,64,101800
12,77,130500
7,59,82800
10,76,92200
6,76,86300
5,57,82700
5,78,78700
7,74,79600
3,72,80600
9,70,90800
12,92,122900
5,83,84900
5,93,93500
12,64,113700
8,84,97100
6,63,89500
6,54,76500
10,66,108000
2,73,70600
14,62,114600
2,85,66800
8,77,96000
11,78,111800
8,71,101100
8,76,111500
3,90,89000
6,89,97100
14,76,115000
23,81,142100
8,46,86900
1,82,54700
2,74,77500
3,89,84300
9,100,108300
4,83,74200
5,54,86400
14,72,120900
5,76,74800
3,61,66400
12,85,107400
11,81,105900
3,63,88400
20,89,130500
9,71,88500
9,78,105500
16,73,126800
4,100,95400
7,92,124400
8,81,102100
13,85,112900
11,77,111900
5,56,76000
3,86,59900
11,53,103200
5,80,74200
15,78,115000
9,79,110300
9,52,85400
8,68,86000
17,68,126600
6,89,99900
6,45,66100
13,55,105500
18,93,135100
7,68,90400
4,80,85600
2,73,60000
5,83,87600
5,58,70100
7,71,88900
6,55,85700
7,76,97300
13,87,101400
3,89,81700
2,72,72600
5,93,82300
9,73,97500
11,61,116100
7,76,101900
3,73,66300
9,81,105900
6,54,78500
15,72,127700
11,71,101900
8,87,107800
17,87,133100
7,95,105000
3,71,73400
6,73,83900
9,64,91000
6,81,91300
13,75,112300
4,66,72200
4,58,65800
4,100,86300
4,90,88100
9,70,99300
4,76,80600
4,66,69800
9,68,94800
10,85,98700
8,62,99600
2,59,71400
15,67,132700
7,74,89700
12,83,108000
3,55,65100
5,77,93600
8,70,96200
7,64,88800
7,78,78600
3,84,82400
2,82,72300
5,76,77200
4,64,82200
1,53,59600
6,100,74000
5,100,87900
9,68,96500
6,84,85200
6,84,101000
12,79,110900
4,70,81300
12,62,114300
6,66,78500
8,65,81400
7,62,95500
3,92,68000
8,75,104600
9,76,96000
16,66,128500
3,86,86400
10,63,87300
4,55,60600
3,84,84400
7,81,100000
1,62,69000
5,83,93600
4,75,73500
9,56,94800
4,79,77400
3,92,81500
3,68,67400
4,98,93400
11,100,118000
8,85,103200
3,59,70700
6,69,99300
2,87,68000
6,71,81900
6,75,84600
7,79,97300
6,66,103600
5,73,90000
5,67,83700
4,66,76200
8,82,93300
3,89,80900
5,76,75500
8,86,97200
9,50,75400
3,89,73700
5,52,79900
3,58,69400
18,83,131300
5,88,99800
13,74,129500
6,78,85100
8,93,93600
6,55,80500
1,74,67700
14,71,111500
7,63,84400
7,93,108700
3,45,59000
3,73,59200
6,83,77700
8,93,100400
9,92,110900
12,83,123600
13,92,118700
4,62,69100
15,90,123800
6,71,82200
2,91,69500
4,74,72100
6,67,85000
13,56,115800
8,81,94400
6,81,71600
2,69,66500
9,76,94100
6,54,81200
6,68,75800
2,88,58600
15,92,143700
3,73,93900
10,81,95900
8,72,101300
3,94,74900
22,68,147300
4,85,69200
9,76,94700
2,83,62400
10,81,95500
5,79,93000
10,56,103300
11,59,99100
3,78,82400
7,82,96700
5,83,73700
6,100,91500
18,66,115500
3,61,60800
8,61,87900
7,65,71700
7,65,106300
7,82,89700
16,85,126800
5,74,91000
7,62,78100
2,84,83000
22,80,141300
10,67,89900
3,73,80700
1,84,75400
3,86,84000
3,61,55100
5,60,79800
7,60,73400
1,58,41800
9,78,103000
7,65,79000
20,59,149300
16,95,145000
19,71,131600
4,86,91900
4,78,81100
14,77,130800
8,70,82900
20,67,143100
6,79,89700
13,77,100900
2,66,70200
4,76,64600
5,80,91400
3,71,68800
10,84,101000
6,71,77700
10,84,107600
10,65,101500
16,68,131400
8,72,97200
8,88,94600
3,65,66200
2,50,58600
3,82,62100
6,62,72100
13,73,112700
10,83,104900
13,79,105400
17,87,136000
1,64,72900
3,74,66100
8,77,90200
21,72,147300
2,54,70500
6,94,80700
4,83,65200
6,80,85300
11,68,114800
8,66,97300
15,100,135500
8,86,95800
10,100,105400
14,70,135700
3,83,80600
4,66,67400
10,70,87700
5,50,74800
11,60,110100
4,89,88300
7,78,97700
12,89,108400
6,66,93300
10,100,112800
6,69,81700
4,76,90900
13,75,119700
1,76,62200
6,90,86600
2,67,65700
3,70,76100
7,83,88600
10,72,101800
6,91,97500
8,79,88900
7,81,91000
18,80,138500
6,62,69500
20,68,131000
17,67,131100
8,84,100600
11,60,104700
4,64,80400
8,82,95600
6,88,76600
12,97,107400
8,93,110700
23,83,151600
9,82,103200
3,53,67900
12,89,121200
2,72,68700
9,64,90500
5,47,78500
7,75,86700
5,80,69700
5,71,80700
2,78,71300
13,74,102700
17,72,141600
2,78,70800
5,67,84200
8,95,109000
6,92,103400
8,81,91600
3,68,76800
7,74,78200
18,83,134700
8,70,101900
6,58,79700
6,84,94700
7,71,75300
4,91,86700
8,70,86800
4,68,86400
6,72,82400
7,52,81900
15,74,124000
9,81,97100
7,90,79100
9,84,106300
7,88,85200
6,70,80400
5,73,99300
6,79,85300
9,83,92400
4,80,73100
3,92,73300
12,65,103600
4,62,68900
4,79,99300
12,55,116400
6,65,76500
6,68,93000
6,67,78100
8,75,94700
5,74,79400
11,61,104300
2,75,64200
6,55,70700
6,88,80400
14,55,106300
22,69,150200
8,92,88200
7,73,100900
21,69,151300
5,92,93500
6,95,94100
2,57,57500
8,71,90600
5,78,100100
4,93,98900
11,67,106300
2,58,68800
13,83,117300
11,61,110000
8,59,94400
10,60,85400
10,84,97900
2,89,83500
7,74,96500
1,94,75900
3,57,74100
15,63,105400
9,94,108600
6,87,83500
7,86,94400
11,98,111900
7,80,101100
5,85,94500
2,80,70300
10,94,120300
13,64,119900
3,87,83000
18,69,135400
4,76,74000
5,64,72200
14,71,117000
10,71,102100
0,86,53700
5,92,84400
21,85,169300
11,61,98300
11,87,122700
13,49,103100
5,60,86500
11,75,107200
12,79,107200
2,85,79600
18,75,139800
7,61,92300
9,56,88300
4,87,81300
4,74,79700
9,71,98000
7,77,95900
3,88,69300
4,80,73500
6,88,84700
3,69,67600
3,75,59800
10,60,100500
14,66,125400
7,77,78900
14,77,120000
6,94,101500
10,57,97000
2,65,74200
9,95,105400
6,73,75400
5,64,74500
10,98,92800
6,63,100400
8,81,95200
2,61,59200
5,66,79400
6,89,84800
13,77,116200
7,69,85100
5,82,91900
8,67,100700
8,61,94100
8,100,112300
7,53,80700
15,60,130400
9,75,102600
10,79,87900
5,65,82100
6,67,82000
8,95,107600
3,74,81100
15,60,129800
10,72,108300
11,75,102300
3,74,77700
5,82,90200
4,94,89000
6,79,85900
17,89,137800
2,63,57900
2,66,70500
6,76,94200
8,87,89100
7,70,85900
22,87,154400
1,86,80000
15,79,131800
3,58,72000
11,86,100600
19,70,134000
2,62,55300
14,67,123500
3,70,78100
6,69,85300
7,76,80100
8,72,87700
7,57,86000
5,89,95100
1,91,82500
5,88,92800
6,65,83300
6,59,81600
17,90,134600
7,79,95700
5,85,82800
7,71,92000
9,88,100600
8,75,90200
21,73,145400
7,64,92000
3,95,75300
16,73,131400
9,74,99200
3,89,78400
17,84,132400
7,77,83800
8,60,96400
6,74,82500
2,72,64600
10,85,101100
3,68,73600
19,55,129400
7,52,82700
2,77,70100
10,63,89000
2,73,74300
3,67,59500
15,54,124400
3,65,64000
9,79,111300
8,63,91700
8,84,100500
6,85,87600
9,98,98100
6,96,93500
7,54,93800
4,84,73600
8,86,84300
5,98,91900
8,52,84400
6,91,97500
7,67,83800
16,94,137700
2,62,52500
6,89,80800
2,64,51100
22,61,130600
4,74,87300
3,67,73800
19,69,163500
7,86,88800
1,97,71900
7,66,84400
4,85,80500
6,67,80500
4,79,78100
23,76,138600
15,87,117800
9,82,115400
7,79,102300
6,73,87200
1,75,65800
5,70,80800
8,65,95500
6,68,80600
10,67,107700
5,59,77100
7,46,90900
14,94,120000
11,83,110000
7,80,89500
5,70,80800
2,67,73900
7,64,80900
9,69,94500
6,94,90300
11,80,117900
7,54,76200
7,84,91900
4,61,75100
6,80,88300
4,73,74300
6,59,75800
14,74,114200
10,65,85200
8,73,91200
6,67,96900
11,82,121200
12,60,98700
14,66,130300
12,82,105200
7,62,97800
5,61,72600
2,77,56600
6,78,88600
15,66,107900
3,72,79400
4,91,84200
17,71,140000
7,89,84400
7,69,90100
5,82,80500
18,66,136100
1,63,56900
7,76,94300
10,71,110300
2,73,74800
8,65,89200
4,70,82800
5,80,82200
6,48,73200
4,77,79800
8,79,74900
10,78,101600
8,92,86900
13,68,132800
11,72,104900
3,54,62100
13,94,121900
13,82,123800
14,84,129600
17,74,136300
3,87,71100
2,40,57900
2,79,77500
12,96,119900
4,63,83400
11,72,113700
2,80,60900
6,75,81500
7,99,91600
4,76,73300
4,87,68200
2,86,75900
2,79,69100
7,93,97100
2,89,66300
8,86,84300
1,61,54900
6,84,84100
3,89,88500
5,76,81000
9,84,108700
6,76,82800
10,74,98700
3,89,79000
6,80,83600
4,79,85900
9,73,103100
13,61,111600
4,65,81800
21,65,157800
5,70,83000
10,79,110800
12,89,120500
8,68,82400
7,55,103100
3,74,61900
7,76,98800
4,72,82200
6,47,80200
12,82,112200
7,85,94200
8,82,97900
1,78,59700
2,74,80800
6,80,96100
7,81,81800
8,62,95000
13,59,127200
15,74,120100
2,94,78900
6,79,107900
10,61,92800
14,70,118900
14,71,105800
6,72,85700
9,68,93500
5,58,88700
7,100,107300
3,87,85000
3,70,85300
6,70,93100
6,90,76300
4,82,86700
15,87,121000
3,66,72800
12,73,116100
6,88,89300
7,94,99200
16,87,133300
6,78,78400
4,56,56200
8,54,92000
9,76,92800
1,81,66000
5,92,91300
9,70,102200
8,63,79900
3,72,80800
3,75,59200
13,77,113700
12,76,110400
17,72,148500
4,66,75700
4,86,71700
10,66,98400
3,68,64300
14,56,114300
7,74,104600
4,81,71200
23,69,161500
5,71,99400
10,91,88700
10,70,90200
6,88,86800
9,68,103900
5,47,78000
15,83,133200
6,86,86400
6,93,98300
2,59,71600
5,76,84600
1,61,81500
6,83,81700
10,69,91200
24,77,153800
4,73,77400
4,75,68600
6,71,73900
0,69,55300
4,79,85100
3,88,77600
2,63,60200
13,91,110900
8,81,89000
8,69,85700
17,66,133800
10,76,100000
10,65,99100
11,71,108200
7,80,75500
1,59,49800
14,64,116200
15,96,126600
4,69,84800
3,98,85700
10,65,92700
7,50,76200
19,73,133500
9,71,99100
13,80,116200
4,78,73900
6,85,98800
7,83,90400
15,69,109900
2,75,76000
29,43,180200
5,77,80200
8,77,74100
6,61,99900
11,68,101600
9,69,110300
8,78,100600
11,86,103900
9,77,97200
9,62,84900
8,77,111800
10,76,108000
3,80,72400
3,73,83600
10,97,102300
2,87,69600
12,79,104300
5,81,97000
5,79,90000
8,69,94500
5,72,93200
7,78,74600
2,89,79800
2,76,48500
12,84,102800
7,68,81000
6,80,86500
5,53,83100
15,71,113800
8,87,88800
2,80,70700
4,59,68500
11,68,103800
15,77,113500
6,92,102400
5,82,76400
19,80,137100
6,78,102400
8,62,78300
3,74,71500
13,79,115200
9,87,95600
13,57,122600
16,71,119700
5,88,87700
4,69,66000
5,70,86400
6,90,102900
2,87,81900
1,51,48400
8,61,117000
5,83,82200
4,84,84800
8,83,94200
2,84,73000
11,75,102200
5,64,79000
4,73,74300
10,71,106800
3,82,81100
5,67,71500
13,72,109900
5,66,68700
14,72,121200
11,63,110600
7,68,100500
16,72,124600
5,75,88200
3,94,68000
4,83,86800
8,76,95300
6,81,77300
4,72,71300
0,84,54200
6,61,81300
8,69,105000
6,83,89600
6,70,85900
8,72,83000
8,72,98000
5,74,80000
7,64,85400
3,83,74300
4,94,84900
4,85,79200
4,76,78700
13,85,118300
3,58,66100
16,95,126300
6,85,98100
2,71,61400
5,71,96900
3,63,77600
13,100,130300
13,83,123100
3,73,84000
8,73,89100
17,100,149500
14,72,116100
4,80,88200
4,78,78200
12,56,113100
11,75,109600
2,60,71400
4,73,80600
16,69,120700
8,73,100100
7,99,74700
6,88,81300
4,66,73200
2,80,75800
9,76,109400
9,68,103700
11,84,108000
5,92,95700
8,78,93000
5,72,76500
10,77,113100
6,72,90800
3,69,72400
10,83,101800
6,79,83300
2,61,60000
7,62,79100
7,79,88800
12,70,110500
14,90,119100
8,72,87100
2,94,71700
9,76,100700
6,90,86100
11,64,102600
18,67,133900
15,73,121500
13,85,115900
6,92,89300
10,71,108500
9,59,102200
5,62,83900
5,63,77800
4,77,84000
1,100,73900
8,67,90800
3,90,90200
4,100,104100
3,63,64400
7,90,100800
7,61,86800
27,94,181800
2,85,79000
5,53,70500
3,77,96100
15,70,114500
2,87,76000
15,82,128300
4,75,64800
4,85,79300
2,48,74500
14,60,112100
2,92,78500
13,94,113800
7,81,85800
2,77,62200
9,73,104900
10,73,120600
3,80,65900
7,52,85800
3,64,72200
13,74,115000
8,69,88100
3,73,61400
8,63,94100
14,84,125400
17,62,142600
2,87,87400
6,83,97400
8,88,103700
10,72,103900
8,71,93700
12,50,117700
16,86,120400
4,76,76100
7,66,91500
8,53,96900
6,71,74700
5,59,85200
6,64,85000
7,100,90000
8,71,89900
15,51,104700
3,68,76400
15,78,117400
10,69,100300
3,85,70000
10,65,94500
9,67,91600
4,69,86600
2,56,54400
4,89,77500
3,64,72100
8,86,110600
6,63,80200
2,81,69000
3,82,78000
12,81,108000
5,57,66300
4,75,84600
9,54,110700
5,83,80300
9,60,91900
6,94,95900
7,71,97400
3,79,67000
2,78,64400
2,54,70500
3,85,88700
11,76,108400
9,56,99200
8,85,103500
9,77,105600
9,75,92900
6,83,81100
6,68,80600
6,75,83700
6,76,91700
10,58,88100
7,80,81200
3,65,77400
2,67,81500
8,79,94800
20,62,129100
4,62,85200
9,86,97000
7,89,87500
2,76,72700
6,80,97500
4,81,78600
5,99,78000
7,82,102200
10,79,97800
26,66,169900
8,72,94500
12,65,109300
5,84,93700
7,69,92300
7,79,96700
1,90,56200
9,82,92900
11,90,117500
5,83,85900
14,78,109700
7,77,90500
5,87,91300
9,57,75900
20,80,145500
13,60,111100
6,88,96400
6,74,92200
3,60,60800
7,73,109000
3,75,65900
2,81,62700
7,79,86500
2,79,78500
26,72,151000
2,56,64400
9,88,98500
3,81,78600
9,79,98300
6,95,89100
22,49,138400
7,81,105200
4,63,69800
21,85,143500
11,90,90600
6,64,86700
13,83,116500
5,77,77100
4,66,91200
11,70,110000
20,94,150500
2,67,65100
11,71,97200
5,61,73700
2,95,65700
10,70,107300
7,71,81800
19,59,135200
10,85,102500
5,85,83600
5,89,82800
7,100,97500
7,80,108600
8,71,105100
4,73,74500
7,96,93000
10,87,112300
4,71,80100
14,73,131200
7,66,84700
7,81,93700
7,68,98700
14,78,109000
12,91,106900
3,72,88500
7,79,101500
8,65,96200
7,68,78900
4,75,84400
4,60,76100
3,62,62800
10,71,100000
16,72,116900
5,82,85800
7,58,78600
3,85,90900
13,79,111700
3,69,80200
9,100,107400
3,51,69100
5,78,82700
10,54,93500
10,77,107200
8,61,86500
5,83,93800
6,70,95600
17,68,122800
5,95,91000
6,81,89600
12,74,97000
11,87,108600
9,76,104100
18,71,136800
7,80,88500
6,89,76400
8,52,111800
7,69,80000
6,79,93200
6,100,104600
10,76,95400
7,62,89100
8,60,84900
11,75,113100
11,76,109600
7,86,85200
7,68,90500
20,71,145400
5,86,103100
7,81,112200
2,78,73400
4,68,71000
